N,P,K,temperature,humidity,ph,rainfall,label
41.9,56.42,52.74,37.47,86.58,6.86,147.38,papaya
58.34,59.36,50.5,31.7,85.04,6.53,130.36,papaya
47.83,61.79,50.51,32.1,92.75,6.95,130.02,papaya
43.11,69.2,45.76,41.73,85.05,6.87,140.37,papaya
58.77,56.34,58.09,30.96,87.42,6.77,151.43,papaya
58.56,58.58,62.4,35.39,94.79,6.96,141.46,papaya
57.72,66.95,49.21,37.49,85.73,6.84,133.73,papaya
41.42,58.0,56.54,40.26,94.74,6.44,128.02,papaya
54.98,61.3,53.96,33.71,90.02,6.34,162.85,papaya
50.88,67.54,55.87,32.86,93.51,6.56,135.34,papaya
52.47,57.15,61.89,35.44,92.26,6.1,144.8,papaya
59.66,66.17,48.2,33.33,88.3,6.65,162.85,papaya
54.99,60.2,61.22,35.24,86.24,6.56,172.62,papaya
55.86,61.57,57.94,41.17,89.28,6.33,173.86,papaya
57.27,56.46,54.28,34.98,86.49,6.96,145.22,papaya
57.51,53.79,55.96,30.29,92.64,6.58,156.28,papaya
41.03,54.22,46.49,33.47,91.27,6.57,155.61,papaya
50.99,55.46,49.89,31.64,93.49,6.62,134.33,papaya
43.54,67.46,59.85,37.91,89.07,6.26,173.97,papaya
55.94,56.04,61.95,39.11,87.97,6.43,134.3,papaya
42.22,64.46,50.35,39.84,94.96,6.08,148.65,papaya
56.04,65.78,60.2,34.19,89.54,6.59,173.7,papaya
46.55,68.46,50.39,41.87,91.7,6.46,155.67,papaya
45.45,55.48,47.27,31.37,88.48,6.76,155.4,papaya
42.05,67.04,57.03,41.53,91.7,6.18,148.69,papaya
52.97,50.57,45.3,31.55,87.52,6.43,149.37,papaya
42.76,63.47,56.92,33.53,85.14,6.08,144.58,papaya
43.08,57.54,57.56,36.57,87.31,6.34,155.7,papaya
57.22,65.06,56.07,34.35,88.65,6.88,126.96,papaya
59.76,63.29,58.62,30.46,91.06,6.48,130.29,papaya
45.56,67.81,56.0,34.96,85.73,6.71,160.14,papaya
52.28,60.21,53.68,37.12,87.33,6.94,154.44,papaya
46.22,58.99,61.11,31.94,87.93,6.68,140.77,papaya
55.85,52.61,60.25,30.82,85.13,6.9,154.07,papaya
47.04,54.65,57.34,36.11,94.92,6.98,156.75,papaya
48.86,59.82,58.65,31.22,88.28,6.08,128.67,papaya
43.92,59.71,60.7,35.83,88.35,6.08,152.51,papaya
45.43,62.3,64.54,31.34,87.12,6.47,173.43,papaya
55.44,67.96,51.67,41.9,86.03,6.05,167.78,papaya
58.55,51.81,47.27,30.4,86.05,6.21,173.5,papaya
53.36,65.57,60.52,36.42,92.97,6.6,140.73,papaya
51.22,60.67,61.47,41.78,89.11,6.76,129.99,papaya
55.54,57.43,45.79,34.36,91.11,6.12,171.2,papaya
41.55,68.6,59.14,33.96,88.91,6.74,155.07,papaya
53.43,57.78,54.76,41.88,87.14,6.42,139.59,papaya
55.3,65.28,50.85,30.98,85.11,6.43,145.52,papaya
59.77,59.4,50.13,40.69,89.91,6.6,129.78,papaya
47.66,68.88,56.79,34.13,91.26,6.91,138.7,papaya
50.1,69.17,48.45,38.64,91.14,6.68,142.56,papaya
46.28,63.68,49.31,35.04,86.88,6.01,173.5,papaya
48.63,69.39,47.81,37.05,87.01,6.79,164.19,papaya
42.25,68.24,48.89,37.36,94.86,6.88,172.83,papaya
46.85,52.11,48.77,36.01,92.93,6.15,157.99,papaya
46.47,56.82,58.24,35.6,93.12,6.16,164.5,papaya
41.28,53.88,58.12,40.26,87.53,6.33,151.86,papaya
44.23,66.22,60.47,31.74,89.64,6.77,141.87,papaya
52.66,51.0,57.17,31.83,93.31,6.36,139.08,papaya
56.82,51.0,52.93,34.44,87.85,6.91,162.55,papaya
41.28,64.29,55.55,40.81,88.13,6.57,150.04,papaya
49.79,59.12,49.11,39.07,89.51,6.96,138.04,papaya
53.65,68.81,58.27,40.46,93.27,6.36,155.01,papaya
43.13,60.71,49.61,38.92,90.28,6.41,138.44,papaya
59.97,51.43,45.87,32.61,94.71,6.98,157.75,papaya
57.6,54.28,64.44,31.71,86.01,6.11,153.66,papaya
55.62,57.33,64.56,35.21,86.5,6.47,158.95,papaya
56.64,59.18,56.87,33.21,91.46,6.99,127.45,papaya
57.73,61.25,50.04,41.46,89.83,6.33,134.07,papaya
44.89,66.66,57.29,40.96,87.32,6.12,125.3,papaya
50.16,69.97,58.9,33.7,93.77,6.78,125.77,papaya
56.34,56.01,47.99,32.72,89.69,6.42,139.44,papaya
43.44,65.24,64.8,39.33,87.96,6.24,135.88,papaya
42.73,61.03,57.11,38.47,91.8,6.29,141.52,papaya
53.63,56.99,49.25,34.49,87.72,6.09,166.51,papaya
57.06,54.4,46.3,38.87,87.12,6.39,128.21,papaya
44.53,65.86,61.09,32.49,88.36,6.13,128.71,papaya
59.84,63.11,55.84,39.19,93.4,6.81,125.83,papaya
43.74,63.1,52.52,41.79,91.65,6.96,135.07,papaya
57.28,56.43,64.79,31.89,90.16,6.79,146.63,papaya
49.36,69.73,53.51,37.25,85.55,6.84,157.41,papaya
48.08,50.32,56.83,30.15,85.01,6.62,134.45,papaya
43.84,63.07,46.07,33.76,86.49,6.58,158.09,papaya
54.42,55.1,46.78,30.94,89.26,6.95,135.89,papaya
45.13,52.02,57.11,38.16,91.43,6.86,149.32,papaya
42.69,55.79,58.25,37.36,90.31,6.68,156.87,papaya
57.63,61.72,60.57,32.98,91.78,6.9,144.29,papaya
55.58,64.5,46.19,36.98,86.3,6.97,165.57,papaya
42.19,52.44,56.89,34.14,85.35,6.54,144.39,papaya
42.02,66.04,63.3,39.08,93.22,6.22,138.18,papaya
44.17,65.3,63.96,38.6,93.81,6.64,144.38,papaya
48.52,51.51,45.63,38.35,89.38,6.55,152.88,papaya
5.55,19.52,34.42,23.88,96.57,6.35,172.26,coconut
17.91,27.32,42.81,22.7,90.28,5.78,149.51,coconut
18.19,22.98,26.63,21.35,91.25,6.89,181.48,coconut
17.19,28.81,29.03,23.1,91.92,6.08,194.03,coconut
11.5,24.76,34.8,20.29,90.51,6.61,180.32,coconut
4.31,24.44,41.21,24.12,95.97,6.21,177.48,coconut
15.28,29.84,31.91,24.11,91.32,5.61,178.54,coconut
18.34,17.89,28.6,22.85,93.64,5.87,146.35,coconut
14.72,10.16,35.78,27.94,92.13,6.81,176.82,coconut
13.1,18.92,31.93,28.36,96.07,5.96,137.21,coconut
1.44,11.89,36.66,20.52,92.7,7.26,150.6,coconut
15.27,24.91,29.92,27.29,95.98,6.19,144.73,coconut
10.43,28.43,37.79,21.73,95.46,6.28,171.41,coconut
14.68,20.3,41.28,27.22,94.92,5.45,188.52,coconut
18.72,12.74,34.76,22.59,96.04,7.16,139.86,coconut
17.54,13.62,40.95,24.57,92.63,5.47,141.73,coconut
13.24,21.01,27.44,21.13,90.58,7.23,179.83,coconut
1.17,21.21,26.69,29.04,97.26,7.09,194.83,coconut
16.23,26.57,36.39,23.06,91.74,5.98,173.99,coconut
3.45,15.17,34.36,22.33,94.71,7.77,182.37,coconut
13.33,21.65,34.76,21.87,97.16,5.75,136.39,coconut
15.0,13.51,32.44,20.28,91.1,5.52,133.81,coconut
13.13,26.74,32.47,28.75,91.71,5.98,140.55,coconut
12.41,18.4,37.27,27.62,94.37,6.88,195.47,coconut
5.98,17.18,39.35,26.11,91.43,6.13,162.75,coconut
8.39,13.57,43.49,27.62,93.85,7.04,192.81,coconut
2.72,15.01,35.85,27.99,90.29,7.95,161.84,coconut
7.18,15.85,28.49,27.92,97.64,6.24,196.67,coconut
16.48,19.62,38.48,24.35,94.47,5.17,178.74,coconut
1.06,26.34,41.5,22.37,92.59,6.44,171.77,coconut
5.75,21.85,30.96,20.55,90.02,5.3,185.46,coconut
19.23,18.54,35.25,21.47,94.41,5.43,172.79,coconut
18.67,13.91,40.29,20.24,93.0,5.33,154.67,coconut
3.47,17.47,33.35,23.01,95.25,7.76,158.04,coconut
3.85,15.41,42.08,25.72,93.64,5.45,161.48,coconut
5.57,28.86,42.68,20.84,94.13,5.68,158.75,coconut
17.54,20.55,31.68,22.08,96.4,6.87,162.76,coconut
4.35,16.68,44.2,25.2,93.21,6.56,184.53,coconut
6.8,13.57,36.7,26.65,95.7,7.65,155.98,coconut
1.51,29.17,33.7,26.23,95.33,6.64,144.37,coconut
15.1,26.08,36.06,24.89,90.91,5.25,153.77,coconut
6.22,29.07,40.67,26.6,94.14,5.5,198.49,coconut
7.5,12.14,34.88,28.74,97.1,5.03,192.04,coconut
5.43,10.78,41.96,28.64,94.77,6.72,186.92,coconut
15.73,27.8,36.05,29.68,97.97,5.35,189.47,coconut
10.0,17.75,37.26,20.56,94.05,7.61,144.94,coconut
8.53,28.79,33.57,23.58,93.52,6.56,174.24,coconut
16.01,19.04,41.35,25.34,92.71,6.97,180.24,coconut
11.16,11.13,28.4,22.85,92.26,7.02,131.28,coconut
15.11,15.31,31.2,25.28,91.73,7.65,135.98,coconut
8.89,26.99,37.32,22.92,93.37,7.12,198.13,coconut
17.86,16.85,44.96,20.04,90.22,7.47,143.96,coconut
1.22,14.74,33.52,27.31,94.99,5.71,165.23,coconut
18.52,26.3,31.46,29.82,95.67,5.19,132.46,coconut
3.37,24.56,28.67,25.11,90.75,7.76,154.08,coconut
18.16,28.9,25.12,24.64,90.2,7.73,166.29,coconut
1.5,12.21,32.67,29.4,95.54,7.6,155.65,coconut
0.86,29.49,25.34,29.48,92.95,5.03,178.24,coconut
19.61,29.31,28.22,21.81,94.52,6.91,181.76,coconut
3.62,29.18,37.77,28.47,94.32,6.24,198.4,coconut
11.64,27.34,44.07,26.75,94.39,5.01,132.8,coconut
4.02,13.72,30.1,23.05,92.88,6.26,136.92,coconut
0.85,23.48,35.75,24.44,95.08,7.48,159.94,coconut
12.82,29.07,41.79,24.26,95.16,5.53,169.24,coconut
19.63,20.37,43.55,24.07,97.99,6.74,132.96,coconut
11.74,15.49,25.65,28.21,92.21,7.39,150.18,coconut
3.89,29.48,32.23,26.01,94.88,6.68,194.03,coconut
13.49,18.07,42.25,21.81,94.35,7.85,173.78,coconut
16.34,23.07,41.79,29.44,92.18,5.51,163.88,coconut
14.04,14.54,25.08,23.43,97.75,7.08,158.09,coconut
3.85,17.12,28.4,21.06,97.25,7.99,141.49,coconut
1.09,16.59,34.23,22.05,92.41,5.6,184.2,coconut
14.25,22.7,32.74,29.09,97.76,5.52,145.61,coconut
10.51,11.83,33.73,25.82,94.18,5.99,167.97,coconut
19.18,14.12,38.1,20.43,90.53,6.66,137.35,coconut
0.45,13.43,36.3,27.03,91.62,7.0,142.77,coconut
12.27,18.24,38.08,29.95,97.5,5.01,191.98,coconut
1.33,29.06,30.64,23.82,90.73,5.34,180.87,coconut
18.89,22.21,39.32,27.62,92.1,5.14,130.13,coconut
7.01,14.83,26.25,21.8,91.0,7.74,139.82,coconut
10.75,21.86,35.87,20.99,92.55,5.15,157.7,coconut
3.77,21.23,38.86,25.32,93.47,6.16,188.92,coconut
4.39,24.68,40.15,24.19,92.38,6.41,136.52,coconut
0.92,12.23,28.74,25.04,96.79,5.71,195.46,coconut
19.1,29.18,41.75,23.64,90.58,6.71,169.11,coconut
17.0,29.92,35.16,23.45,91.49,5.01,165.64,coconut
11.11,26.5,35.09,29.16,95.02,7.52,140.38,coconut
17.11,23.5,28.4,21.9,97.41,5.1,162.38,coconut
6.27,23.3,41.79,23.6,93.42,7.95,184.87,coconut
17.94,18.78,29.68,24.12,95.73,5.33,148.93,coconut
0.93,18.65,41.55,20.25,95.4,7.8,146.58,coconut
13.87,29.5,44.25,22.35,90.8,5.44,179.14,coconut
14.52,23.48,31.72,21.7,94.65,6.45,181.02,coconut
8.83,16.77,30.87,22.11,92.13,5.28,154.28,coconut
0.73,13.73,39.94,23.25,95.35,7.15,170.68,coconut
19.17,10.43,39.77,29.59,96.9,5.5,152.88,coconut
3.45,22.03,39.24,23.17,94.32,7.07,159.49,coconut
17.08,25.43,26.29,26.21,91.88,6.67,196.98,coconut
17.58,18.09,30.83,22.34,94.26,5.34,168.45,coconut
0.03,16.48,29.4,29.71,95.82,6.05,136.5,coconut
120.67,44.27,20.36,28.35,81.16,7.19,89.76,cotton
137.09,58.64,20.13,23.06,79.6,6.21,95.0,cotton
120.0,42.07,16.98,24.8,83.88,7.05,97.48,cotton
113.56,51.43,19.47,26.59,75.51,6.89,76.28,cotton
113.05,59.22,16.83,23.11,80.1,7.7,82.92,cotton
129.75,57.13,18.1,23.93,78.57,7.63,62.44,cotton
112.34,53.59,20.65,24.36,80.4,6.23,83.69,cotton
120.07,58.02,17.61,28.68,81.44,5.84,99.85,cotton
101.42,59.95,23.73,22.97,77.57,6.64,79.59,cotton
114.89,46.37,21.21,21.64,83.46,7.59,86.21,cotton
134.11,44.94,15.18,26.19,79.58,7.05,109.46,cotton
138.8,52.69,22.64,20.84,76.61,7.41,83.73,cotton
117.84,46.17,21.07,21.85,81.27,6.18,63.51,cotton
113.21,44.62,23.89,20.55,76.77,7.01,86.46,cotton
101.83,40.15,24.88,26.59,78.65,6.83,74.66,cotton
113.79,52.98,23.83,21.84,83.4,6.07,71.82,cotton
101.49,42.82,24.17,24.59,75.78,7.91,108.34,cotton
130.19,58.67,17.2,28.36,81.9,7.71,103.83,cotton
113.86,55.49,17.62,23.29,76.08,7.86,76.01,cotton
120.82,47.83,24.6,23.35,82.79,7.68,83.96,cotton
115.13,54.95,24.13,27.55,77.27,7.75,81.32,cotton
123.05,56.63,16.88,27.85,80.96,7.77,69.46,cotton
116.83,56.66,15.19,21.12,84.91,6.42,113.65,cotton
107.3,47.22,22.53,26.58,80.81,6.97,106.39,cotton
109.4,48.85,16.55,25.96,77.51,6.53,85.92,cotton
101.07,41.84,21.86,24.29,83.65,7.33,60.45,cotton
124.67,41.87,22.81,29.92,80.31,7.3,73.05,cotton
117.5,57.12,16.67,22.66,79.45,7.37,80.67,cotton
137.11,41.89,18.71,27.09,77.26,7.24,69.03,cotton
102.24,42.42,24.3,25.52,82.96,6.53,92.6,cotton
119.8,58.91,22.48,27.31,75.46,7.01,85.68,cotton
137.11,45.15,17.7,24.11,77.43,6.08,107.16,cotton
122.33,57.23,23.31,22.82,80.48,5.98,110.34,cotton
116.17,47.87,18.03,24.61,77.52,6.62,104.0,cotton
133.37,46.08,19.69,28.74,75.53,7.76,72.06,cotton
127.14,51.65,20.53,28.59,76.02,6.56,89.6,cotton
132.45,44.33,23.03,24.0,76.89,7.47,65.0,cotton
120.59,41.28,18.56,26.01,80.56,6.69,83.6,cotton
109.07,49.12,24.53,28.5,76.45,5.87,111.34,cotton
121.07,50.76,22.81,23.15,79.82,7.93,96.97,cotton
106.15,42.66,17.04,27.67,77.95,5.85,111.93,cotton
106.79,40.19,17.37,22.35,79.22,7.82,108.36,cotton
118.28,48.22,20.55,22.43,75.52,7.87,70.27,cotton
107.94,49.45,19.92,20.18,76.48,6.63,97.61,cotton
109.14,48.46,20.57,28.89,78.26,6.09,86.91,cotton
129.87,42.2,19.25,20.18,75.34,6.86,76.4,cotton
133.8,52.04,19.54,24.08,79.97,5.89,109.1,cotton
139.93,43.63,16.2,21.44,81.61,7.26,106.64,cotton
130.07,48.99,21.13,26.88,80.13,6.85,95.48,cotton
122.3,52.88,21.13,27.19,81.43,6.94,97.5,cotton
117.98,44.83,15.01,25.6,80.91,7.94,79.88,cotton
115.77,44.04,15.71,27.73,77.5,7.14,97.83,cotton
118.85,57.53,19.44,22.85,83.96,7.7,69.02,cotton
101.04,41.8,17.87,29.72,80.59,6.62,108.88,cotton
118.13,46.3,24.41,28.5,83.44,6.93,103.42,cotton
107.17,51.46,24.84,22.91,82.94,6.88,62.19,cotton
130.52,43.37,21.31,20.86,84.47,6.44,72.46,cotton
105.17,58.92,22.12,27.42,79.99,6.84,66.05,cotton
122.39,44.94,24.77,27.97,79.13,6.13,103.19,cotton
104.88,43.79,17.12,25.57,82.87,6.49,64.66,cotton
118.58,54.96,17.22,22.2,84.47,7.9,114.48,cotton
132.31,43.76,17.12,23.4,78.18,7.9,103.4,cotton
128.96,43.72,24.1,28.28,76.64,7.72,74.97,cotton
103.23,53.14,21.54,20.95,78.19,7.98,97.31,cotton
129.2,44.26,15.79,22.77,77.49,6.32,70.6,cotton
122.99,46.56,23.2,21.84,79.65,5.83,86.49,cotton
102.23,59.55,22.91,24.9,75.87,7.1,101.73,cotton
107.63,51.36,23.14,27.68,83.03,7.73,111.57,cotton
116.22,51.38,22.91,26.97,84.96,5.83,79.53,cotton
111.24,45.25,17.23,27.09,75.85,7.43,98.14,cotton
110.03,45.06,21.29,27.62,83.76,7.67,113.07,cotton
123.26,58.17,23.09,28.95,75.12,7.92,86.04,cotton
131.93,42.54,18.96,22.71,77.92,6.07,104.32,cotton
100.37,46.25,16.74,25.89,77.54,6.37,86.86,cotton
126.11,42.43,16.76,22.47,84.74,6.67,92.94,cotton
109.66,49.81,15.74,20.35,79.69,6.68,67.53,cotton
127.5,59.86,18.96,26.25,84.63,7.63,85.5,cotton
129.5,42.56,20.12,22.79,76.61,6.74,67.21,cotton
127.96,49.12,20.31,21.46,76.4,7.08,114.18,cotton
103.85,45.71,23.69,20.72,83.76,6.95,82.45,cotton
112.39,45.94,18.06,28.85,82.24,7.27,103.93,cotton
110.28,52.36,19.6,27.82,78.09,7.21,108.52,cotton
116.09,41.33,20.16,23.46,81.72,7.89,86.71,cotton
118.65,53.09,16.03,22.54,84.19,7.27,60.74,cotton
108.19,53.66,22.64,28.4,77.92,7.85,90.41,cotton
127.86,51.93,16.23,29.63,76.23,6.36,104.75,cotton
124.74,56.76,20.16,23.77,84.22,5.88,107.09,cotton
109.23,56.97,16.39,25.8,83.88,6.84,101.06,cotton
132.19,54.73,24.25,24.47,76.73,5.91,73.56,cotton
105.73,51.16,16.85,20.39,75.36,7.63,92.53,cotton
114.32,57.88,15.7,29.8,81.16,6.2,97.35,cotton
130.54,48.59,23.62,21.51,77.79,6.01,71.6,cotton
109.55,58.35,15.78,24.27,80.32,7.78,114.87,cotton
130.14,59.42,22.87,29.63,82.07,5.98,82.11,cotton
125.86,47.01,17.73,25.77,84.34,5.88,102.31,cotton
128.91,59.28,24.31,27.62,80.2,6.25,89.99,cotton
130.61,57.91,22.9,21.95,81.0,6.53,60.51,cotton
108.01,42.26,23.43,22.59,77.85,7.91,80.85,cotton
100.38,45.68,16.19,21.03,75.77,7.11,70.41,cotton
114.45,57.24,19.24,29.16,79.98,6.68,101.27,cotton
62.2,42.68,48.04,29.36,85.81,6.92,188.84,jute
77.89,55.02,54.63,33.14,88.23,6.25,227.25,jute
67.96,46.26,53.89,24.21,89.31,6.15,231.94,jute
68.28,50.52,39.34,30.44,76.96,6.66,151.56,jute
61.93,42.99,43.38,32.96,87.76,6.24,207.44,jute
83.05,48.66,43.18,29.76,72.7,6.03,165.28,jute
78.81,42.21,38.79,27.72,71.56,6.19,241.13,jute
60.58,59.6,42.69,31.4,81.77,6.22,234.72,jute
74.76,64.68,43.12,34.83,85.41,6.97,201.43,jute
74.21,62.66,52.61,34.61,76.49,6.8,171.06,jute
76.37,45.4,41.95,34.24,72.92,6.63,209.3,jute
63.62,49.78,46.26,26.06,86.01,6.97,171.48,jute
65.61,53.65,49.96,27.1,70.4,6.54,245.66,jute
71.74,52.6,54.38,31.64,84.38,6.56,247.46,jute
80.67,66.85,48.99,32.09,75.81,6.3,228.3,jute
68.9,56.88,39.99,32.99,72.21,6.83,210.27,jute
65.61,56.26,40.65,27.56,77.03,6.06,248.6,jute
60.95,59.87,42.42,31.11,77.12,6.67,222.92,jute
80.72,43.42,48.14,27.08,70.58,6.41,193.35,jute
74.02,61.14,41.18,27.47,71.21,6.69,206.78,jute
70.48,61.16,45.75,29.16,80.23,6.64,216.0,jute
68.67,44.22,38.13,31.03,87.46,6.41,166.95,jute
82.7,64.97,52.61,30.68,87.21,6.02,160.72,jute
62.78,61.38,36.39,29.46,79.45,6.31,237.04,jute
65.11,50.57,50.48,24.33,83.46,6.82,243.23,jute
86.29,49.58,46.73,24.85,75.16,6.09,181.52,jute
86.26,50.42,46.24,28.77,79.18,6.97,179.62,jute
78.82,52.6,36.22,29.38,86.27,6.1,156.96,jute
64.61,62.93,49.48,30.22,79.36,6.89,226.67,jute
84.36,64.4,47.85,29.04,87.29,6.93,152.38,jute
61.55,68.76,40.54,33.61,77.78,6.12,158.04,jute
64.7,47.5,44.77,31.72,89.73,6.44,201.82,jute
75.65,56.18,45.35,24.1,70.03,6.1,160.16,jute
81.15,46.15,52.89,34.21,89.52,6.94,177.19,jute
75.29,45.26,51.12,33.77,87.03,6.43,225.87,jute
62.93,41.21,50.06,28.68,89.91,6.1,235.56,jute
74.4,64.81,51.34,34.08,75.96,6.95,165.17,jute
62.46,52.95,51.57,29.21,86.59,6.73,170.94,jute
88.47,41.82,52.97,27.35,80.0,6.42,167.18,jute
70.74,45.79,39.08,26.06,79.78,6.8,206.9,jute
86.8,59.1,48.79,31.34,78.99,6.69,156.97,jute
85.8,63.33,39.9,32.45,70.25,6.22,156.51,jute
83.41,62.68,51.27,24.05,80.02,6.7,165.54,jute
79.49,42.52,38.63,29.23,83.07,6.15,168.52,jute
66.13,47.16,39.53,28.35,83.08,6.44,227.6,jute
81.58,43.8,35.98,33.66,71.6,6.15,152.21,jute
78.85,57.47,54.74,33.76,78.22,6.37,179.69,jute
64.57,44.14,37.65,25.26,74.81,6.31,246.16,jute
77.35,69.63,42.45,29.03,76.49,6.18,164.32,jute
88.35,69.6,35.9,25.65,78.47,6.19,186.39,jute
63.87,53.7,40.43,27.87,71.89,6.43,248.33,jute
69.86,66.29,51.86,34.47,85.8,6.66,235.66,jute
62.27,53.88,54.79,32.47,89.24,6.78,237.49,jute
81.2,62.82,45.46,34.17,86.5,6.84,217.3,jute
69.14,41.07,53.71,30.45,75.96,6.15,232.95,jute
85.1,64.44,47.9,28.03,76.08,6.01,233.36,jute
62.62,58.92,45.08,29.79,88.53,6.03,227.34,jute
61.56,41.14,43.6,24.69,85.78,6.53,152.9,jute
61.22,58.38,51.12,28.82,81.09,6.8,211.05,jute
66.74,58.39,47.57,32.08,82.42,6.97,169.73,jute
88.53,56.15,48.44,25.09,77.61,6.77,220.69,jute
61.2,56.4,36.77,34.95,87.95,6.02,235.86,jute
87.58,50.61,49.39,28.86,83.1,6.34,182.26,jute
72.73,44.37,51.62,27.84,78.0,6.89,199.66,jute
76.33,68.69,52.73,25.86,79.46,6.97,187.24,jute
71.15,45.85,37.29,32.14,85.4,6.97,227.34,jute
67.3,41.2,54.71,27.74,76.24,6.91,208.51,jute
66.45,66.67,54.87,24.95,87.25,6.39,202.41,jute
87.44,69.2,40.24,26.34,71.61,6.56,151.36,jute
72.36,42.2,43.1,24.44,86.7,6.21,182.83,jute
86.1,62.39,39.38,24.79,84.31,6.39,226.61,jute
73.36,50.38,44.02,32.23,88.04,6.05,202.41,jute
60.99,54.05,52.71,27.98,88.65,6.63,243.42,jute
82.71,43.1,39.62,28.34,73.4,6.49,197.14,jute
88.69,53.01,50.71,34.36,87.54,6.21,199.6,jute
70.43,52.0,42.22,33.09,79.04,6.52,248.24,jute
61.8,54.64,50.48,25.66,82.23,6.24,236.74,jute
69.81,49.87,46.96,26.02,75.7,6.42,185.36,jute
75.75,57.99,46.33,31.2,76.15,6.13,226.08,jute
85.52,47.71,43.14,29.48,80.67,6.66,154.16,jute
81.64,41.86,44.37,33.1,79.02,6.15,248.5,jute
86.68,63.14,43.23,26.02,88.83,6.53,235.24,jute
70.26,50.06,54.71,29.74,72.81,6.22,198.19,jute
61.27,53.88,43.38,32.57,77.1,6.98,168.08,jute
77.73,42.69,49.68,34.94,86.38,6.56,198.47,jute
85.05,68.08,54.78,28.36,89.82,6.16,175.35,jute
62.67,48.15,50.36,33.38,85.58,6.63,201.4,jute
81.26,51.73,51.83,31.45,83.96,6.54,238.52,jute
67.56,51.43,50.55,29.42,87.78,6.35,186.93,jute
86.66,53.93,45.32,27.66,75.53,6.66,161.98,jute
86.38,63.38,38.81,31.63,82.05,6.18,177.32,jute
72.27,60.98,47.77,29.85,85.37,6.76,211.79,jute
83.61,50.03,52.62,30.76,86.45,6.55,171.84,jute
76.27,51.13,48.95,29.23,86.72,6.68,218.45,jute
66.51,69.53,51.83,32.68,76.6,6.54,163.71,jute
76.15,44.38,46.06,31.14,77.8,6.5,237.57,jute
63.26,63.75,38.42,24.4,73.71,6.77,190.51,jute
86.18,55.74,35.45,31.88,72.2,6.79,166.81,jute
70.36,62.84,54.08,28.09,86.59,6.19,230.72,jute
79.72,45.78,41.05,25.45,77.66,6.2,214.4,jute
19.89,15.24,35.82,26.59,73.28,6.25,204.37,coffee
9.43,20.38,26.12,25.27,56.05,6.28,180.73,coffee
10.67,17.69,43.65,29.16,58.8,6.17,211.35,coffee
1.91,22.09,30.02,29.32,72.05,6.29,202.03,coffee
18.61,33.65,44.39,23.0,58.21,6.34,204.14,coffee
0.37,16.24,42.76,28.95,62.15,6.45,209.37,coffee
16.12,23.55,27.27,25.47,64.15,6.28,160.56,coffee
19.83,19.88,28.97,26.21,65.74,6.22,227.19,coffee
10.33,27.19,39.47,22.2,66.41,6.44,151.74,coffee
8.1,33.52,32.06,25.67,74.63,6.1,156.53,coffee
17.19,32.37,34.44,26.11,71.72,6.37,176.51,coffee
0.34,24.59,42.18,29.17,74.12,6.44,208.0,coffee
8.89,30.5,39.8,26.31,56.75,6.46,195.56,coffee
7.27,27.59,38.48,23.69,71.74,6.14,168.67,coffee
8.13,29.61,44.31,28.47,73.81,6.07,157.12,coffee
11.15,20.81,41.56,27.38,74.41,6.13,198.58,coffee
10.02,19.78,36.8,25.55,63.93,6.18,151.69,coffee
10.44,21.7,25.03,24.46,60.57,6.2,163.19,coffee
10.15,28.85,37.6,28.43,64.04,6.26,231.04,coffee
8.55,29.03,33.69,25.34,70.2,6.09,183.86,coffee
4.48,22.18,29.61,26.64,70.96,6.39,186.45,coffee
19.78,26.88,32.99,28.68,69.6,6.37,169.61,coffee
9.37,32.24,35.08,27.47,66.76,6.42,178.46,coffee
11.51,17.46,38.8,27.86,55.86,6.34,191.47,coffee
2.48,23.4,28.88,25.32,62.69,6.37,227.42,coffee
12.14,15.45,43.62,27.49,55.68,6.41,170.03,coffee
11.58,24.33,33.4,29.12,63.75,6.04,244.66,coffee
18.41,28.69,34.36,22.74,70.81,6.04,156.86,coffee
10.75,18.2,25.15,25.38,57.74,6.08,157.69,coffee
4.1,29.31,41.18,25.62,65.13,6.02,156.93,coffee
5.15,25.88,39.79,26.84,62.84,6.06,228.08,coffee
7.28,29.72,35.26,27.91,73.15,6.46,203.51,coffee
10.23,20.31,43.72,25.66,57.55,6.22,162.71,coffee
10.05,26.23,31.76,22.57,73.87,6.39,233.89,coffee
7.34,30.22,34.71,23.61,57.49,6.17,163.76,coffee
19.97,15.98,33.82,25.62,61.01,6.29,165.0,coffee
15.68,21.65,36.83,27.73,72.78,6.42,210.83,coffee
7.77,25.06,40.37,29.02,57.08,6.19,227.61,coffee
8.63,21.64,33.23,26.82,75.0,6.25,170.85,coffee
3.26,15.85,36.18,26.36,59.1,6.35,224.11,coffee
5.18,21.88,44.81,24.99,70.22,6.23,229.33,coffee
15.38,28.36,42.1,29.51,66.6,6.12,189.86,coffee
15.17,28.02,28.56,22.41,68.66,6.13,199.97,coffee
14.93,26.25,26.67,23.48,59.39,6.13,206.54,coffee
10.08,19.06,26.35,23.37,74.69,6.23,236.73,coffee
16.98,25.23,39.13,23.54,68.77,6.14,233.21,coffee
1.67,30.46,27.0,29.05,61.08,6.33,198.75,coffee
7.33,27.91,43.95,22.33,73.38,6.3,230.73,coffee
7.68,24.44,42.38,25.32,65.69,6.01,165.86,coffee
